,id_expense,value,date,account_number,category_id,main_category,secondary_category,balance_account_1111,balance_account_2222,balance_account_3333,total_balance
1429,1430,-928.29,2024-07-24,1111,4,Purchases,Electronics,584.8099999999952,36172.320000000014,19780.839999999993,56537.97
1583,1584,-71.67,2024-07-25,1111,27,Clothing,Shoes,513.1399999999952,36172.320000000014,19780.839999999993,56466.3
1691,1692,-275.11,2024-07-25,2222,15,Groceries,Groceries,513.1399999999952,35897.210000000014,19780.839999999993,56191.19
622,623,-38.23,2024-07-25,1111,16,Leisure,Restaurant,474.9099999999952,35897.210000000014,19780.839999999993,56152.96000000001
461,462,-180.25,2024-07-26,2222,28,Clothing,Clothes,474.9099999999952,35716.960000000014,19780.839999999993,55972.71000000001
1420,1421,-100.87,2024-07-26,1111,6,Home Expenses,Electricity,374.0399999999952,35716.960000000014,19780.839999999993,55871.84
924,925,-930.48,2024-07-26,1111,9,Holidays,Airplane,-556.4400000000048,35716.960000000014,19780.839999999993,54941.36
1884,1885,-35.32,2024-07-26,3333,16,Leisure,Restaurant,-556.4400000000048,35716.960000000014,19745.519999999993,54906.04000000001
547,548,322.45,2024-07-27,1111,12,Income,Investiments,-233.99000000000484,35716.960000000014,19745.519999999993,55228.490000000005
1923,1924,-202.28,2024-07-27,3333,2,Car,Maintenance,-233.99000000000484,35716.960000000014,19543.239999999994,55026.21000000001
1162,1163,-149.19,2024-07-28,2222,18,Health,Medical Appointments,-233.99000000000484,35567.77000000001,19543.239999999994,54877.020000000004
1121,1122,-231.15,2024-07-29,2222,7,Home Expenses,Heating,-233.99000000000484,35336.62000000001,19543.239999999994,54645.869999999995
269,270,-180.75,2024-07-29,3333,18,Health,Medical Appointments,-233.99000000000484,35336.62000000001,19362.489999999994,54465.119999999995
1433,1434,-86.95,2024-07-31,3333,1,Car,Fuel,-233.99000000000484,35336.62000000001,19275.539999999994,54378.17
77,78,-40.0,2024-08-01,1111,19,Health,Gym,-273.99000000000484,35336.62000000001,19275.539999999994,54338.17
1447,1448,-123.36,2024-08-01,1111,6,Home Expenses,Electricity,-397.35000000000485,35336.62000000001,19275.539999999994,54214.81
153,154,-20.0,2024-08-02,3333,24,Telecom,Telecom,-397.35000000000485,35336.62000000001,19255.539999999994,54194.81
78,79,-100.0,2024-08-02,3333,20,Health,Health Insurance,-397.35000000000485,35336.62000000001,19155.539999999994,54094.81
1223,1224,-25.32,2024-08-02,3333,16,Leisure,Restaurant,-397.35000000000485,35336.62000000001,19130.219999999994,54069.49
764,765,-8.23,2024-08-02,2222,14,Leisure,Bar,-397.35000000000485,35328.39000000001,19130.219999999994,54061.259999999995
79,80,12000.0,2024-08-02,3333,17,Income,Salary,-397.35000000000485,35328.39000000001,31130.219999999994,66061.26
270,271,-93.36,2024-08-02,2222,13,Leisure,Activities,-397.35000000000485,35235.030000000006,31130.219999999994,65967.9
1381,1382,-48.38,2024-08-02,1111,25,Public Transports,Train,-445.73000000000485,35235.030000000006,31130.219999999994,65919.51999999999
252,253,-212.02,2024-08-02,3333,7,Home Expenses,Heating,-445.73000000000485,35235.030000000006,30918.199999999993,65707.5
292,293,-246.42,2024-08-02,2222,2,Car,Maintenance,-445.73000000000485,34988.61000000001,30918.199999999993,65461.08
1226,1227,-168.86,2024-08-03,3333,10,Holidays,Hotel Stays,-445.73000000000485,34988.61000000001,30749.339999999993,65292.22
76,77,-1200.0,2024-08-03,1111,8,Home Expenses,Rent,-1645.7300000000048,34988.61000000001,30749.339999999993,64092.22
1135,1136,-25.3,2024-08-03,3333,22,Taxes,Documents,-1645.7300000000048,34988.61000000001,30724.039999999994,64066.92
280,281,-18.42,2024-08-04,1111,13,Leisure,Activities,-1664.1500000000049,34988.61000000001,30724.039999999994,64048.5
536,537,-69.91,2024-08-04,1111,1,Car,Fuel,-1734.060000000005,34988.61000000001,30724.039999999994,63978.59
1798,1799,-49.56,2024-08-05,1111,22,Taxes,Documents,-1783.620000000005,34988.61000000001,30724.039999999994,63929.03
166,167,-20.87,2024-08-05,2222,26,Public Transports,Bus,-1783.620000000005,34967.740000000005,30724.039999999994,63908.159999999996
296,297,-40.08,2024-08-06,3333,14,Leisure,Bar,-1783.620000000005,34967.740000000005,30683.959999999992,63868.079999999994
437,438,-564.69,2024-08-07,1111,4,Purchases,Electronics,-2348.310000000005,34967.740000000005,30683.959999999992,63303.38999999999
834,835,-140.19,2024-08-08,3333,23,Taxes,Income Taxes,-2348.310000000005,34967.740000000005,30543.769999999993,63163.2
1294,1295,-345.55,2024-08-08,1111,10,Holidays,Hotel Stays,-2693.860000000005,34967.740000000005,30543.769999999993,62817.649999999994
1694,1695,-163.52,2024-08-09,2222,18,Health,Medical Appointments,-2693.860000000005,34804.22000000001,30543.769999999993,62654.13
959,960,-35.92,2024-08-10,2222,26,Public Transports,Bus,-2693.860000000005,34768.30000000001,30543.769999999993,62618.21
1357,1358,-51.05,2024-08-11,3333,22,Taxes,Documents,-2693.860000000005,34768.30000000001,30492.719999999994,62567.16
1192,1193,-35.92,2024-08-12,3333,25,Public Transports,Train,-2693.860000000005,34768.30000000001,30456.799999999996,62531.240000000005
1590,1591,-136.73,2024-08-14,1111,15,Groceries,Groceries,-2830.590000000005,34768.30000000001,30456.799999999996,62394.51
455,456,-131.26,2024-08-15,3333,1,Car,Fuel,-2830.590000000005,34768.30000000001,30325.539999999997,62263.25
1516,1517,-24.94,2024-08-17,3333,25,Public Transports,Train,-2830.590000000005,34768.30000000001,30300.6,62238.310000000005
1229,1230,-742.78,2024-08-18,1111,23,Taxes,Income Taxes,-3573.3700000000053,34768.30000000001,30300.6,61495.53
1249,1250,-34.87,2024-08-18,3333,16,Leisure,Restaurant,-3573.3700000000053,34768.30000000001,30265.73,61460.66
1202,1203,-576.03,2024-08-18,1111,23,Taxes,Income Taxes,-4149.400000000005,34768.30000000001,30265.73,60884.630000000005
745,746,-459.09,2024-08-18,1111,9,Holidays,Airplane,-4608.490000000005,34768.30000000001,30265.73,60425.54000000001
534,535,-29.22,2024-08-18,2222,16,Leisure,Restaurant,-4608.490000000005,34739.08000000001,30265.73,60396.32000000001
336,337,-160.56,2024-08-18,1111,18,Health,Medical Appointments,-4769.050000000006,34739.08000000001,30265.73,60235.76
1489,1490,-429.98,2024-08-19,2222,23,Taxes,Income Taxes,-4769.050000000006,34309.100000000006,30265.73,59805.78
611,612,-77.38,2024-08-20,3333,6,Home Expenses,Electricity,-4769.050000000006,34309.100000000006,30188.35,59728.399999999994
1852,1853,-70.12,2024-08-23,2222,16,Leisure,Restaurant,-4769.050000000006,34238.98,30188.35,59658.28
1649,1650,-41.38,2024-08-23,2222,16,Leisure,Restaurant,-4769.050000000006,34197.600000000006,30188.35,59616.899999999994
1245,1246,-91.99,2024-08-23,1111,16,Leisure,Restaurant,-4861.040000000005,34197.600000000006,30188.35,59524.91
1394,1395,-197.51,2024-08-23,1111,10,Holidays,Hotel Stays,-5058.550000000006,34197.600000000006,30188.35,59327.399999999994
796,797,-91.42,2024-08-23,3333,21,Health,Pharmacy,-5058.550000000006,34197.600000000006,30096.93,59235.979999999996
1128,1129,-393.43,2024-08-24,3333,10,Holidays,Hotel Stays,-5058.550000000006,34197.600000000006,29703.5,58842.55
546,547,-59.37,2024-08-25,1111,16,Leisure,Restaurant,-5117.9200000000055,34197.600000000006,29703.5,58783.18
1118,1119,-119.27,2024-08-25,2222,27,Clothing,Shoes,-5117.9200000000055,34078.33000000001,29703.5,58663.91
1222,1223,-93.24,2024-08-26,1111,18,Health,Medical Appointments,-5211.160000000005,34078.33000000001,29703.5,58570.670000000006
922,923,-42.25,2024-08-26,2222,5,Home Expenses,Water,-5211.160000000005,34036.08000000001,29703.5,58528.420000000006
1733,1734,-99.18,2024-08-26,1111,27,Clothing,Shoes,-5310.340000000006,34036.08000000001,29703.5,58429.240000000005
1789,1790,-37.25,2024-08-26,2222,26,Public Transports,Bus,-5310.340000000006,33998.83000000001,29703.5,58391.990000000005
379,380,-163.83,2024-08-28,2222,27,Clothing,Shoes,-5310.340000000006,33835.00000000001,29703.5,58228.16
1361,1362,-971.34,2024-08-28,2222,9,Holidays,Airplane,-5310.340000000006,32863.66000000001,29703.5,57256.82000000001
1648,1649,-134.37,2024-08-29,1111,15,Groceries,Groceries,-5444.7100000000055,32863.66000000001,29703.5,57122.450000000004
1952,1953,-135.62,2024-08-29,3333,27,Clothing,Shoes,-5444.7100000000055,32863.66000000001,29567.88,56986.83
948,949,-57.76,2024-08-30,1111,2,Car,Maintenance,-5502.470000000006,32863.66000000001,29567.88,56929.07000000001
753,754,-54.48,2024-08-30,1111,5,Home Expenses,Water,-5556.950000000005,32863.66000000001,29567.88,56874.59000000001
606,607,-171.68,2024-09-01,2222,27,Clothing,Shoes,-5556.950000000005,32691.98000000001,29567.88,56702.91
316,317,-269.19,2024-09-01,2222,15,Groceries,Groceries,-5556.950000000005,32422.79000000001,29567.88,56433.72000000001
82,83,-100.0,2024-09-02,1111,20,Health,Health Insurance,-5656.950000000005,32422.79000000001,29567.88,56333.72000000001
1627,1628,-20.0,2024-09-02,3333,24,Telecom,Telecom,-5656.950000000005,32422.79000000001,29547.88,56313.72000000001
81,82,-40.0,2024-09-02,1111,19,Health,Gym,-5696.950000000005,32422.79000000001,29547.88,56273.72000000001
80,81,-1200.0,2024-09-02,2222,8,Home Expenses,Rent,-5696.950000000005,31222.79000000001,29547.88,55073.72000000001
297,298,-23.87,2024-09-03,2222,25,Public Transports,Train,-5696.950000000005,31198.920000000013,29547.88,55049.850000000006
1149,1150,-32.35,2024-09-03,3333,16,Leisure,Restaurant,-5696.950000000005,31198.920000000013,29515.530000000002,55017.500000000015
761,762,-159.11,2024-09-04,3333,18,Health,Medical Appointments,-5696.950000000005,31198.920000000013,29356.420000000002,54858.390000000014
83,84,12000.0,2024-09-04,3333,17,Income,Salary,-5696.950000000005,31198.920000000013,41356.42,66858.39000000001
984,985,-72.87,2024-09-05,2222,21,Health,Pharmacy,-5696.950000000005,31126.050000000014,41356.42,66785.52
1768,1769,-35.54,2024-09-05,2222,21,Health,Pharmacy,-5696.950000000005,31090.510000000013,41356.42,66749.98000000001
180,181,-20.28,2024-09-05,2222,26,Public Transports,Bus,-5696.950000000005,31070.230000000014,41356.42,66729.70000000001
674,675,-156.59,2024-09-06,3333,3,Purchases,Home Items,-5696.950000000005,31070.230000000014,41199.83,66573.11000000002
1260,1261,-280.03,2024-09-06,2222,2,Car,Maintenance,-5696.950000000005,30790.200000000015,41199.83,66293.08000000002
187,188,-176.16,2024-09-06,2222,11,Holidays,Extra Holiday Expenses,-5696.950000000005,30614.040000000015,41199.83,66116.92000000001
1903,1904,-61.85,2024-09-06,1111,16,Leisure,Restaurant,-5758.800000000006,30614.040000000015,41199.83,66055.07
795,796,-5.0,2024-09-07,1111,26,Public Transports,Bus,-5763.800000000006,30614.040000000015,41199.83,66050.07
1347,1348,-394.12,2024-09-07,1111,10,Holidays,Hotel Stays,-6157.9200000000055,30614.040000000015,41199.83,65655.95000000001
308,309,-59.53,2024-09-07,1111,5,Home Expenses,Water,-6217.450000000005,30614.040000000015,41199.83,65596.42000000001
1873,1874,-450.67,2024-09-08,2222,9,Holidays,Airplane,-6217.450000000005,30163.370000000017,41199.83,65145.750000000015
898,899,-69.52,2024-09-09,3333,16,Leisure,Restaurant,-6217.450000000005,30163.370000000017,41130.310000000005,65076.23000000002
1487,1488,-76.91,2024-09-10,2222,21,Health,Pharmacy,-6217.450000000005,30086.460000000017,41130.310000000005,64999.32000000002
1232,1233,-898.38,2024-09-10,3333,4,Purchases,Electronics,-6217.450000000005,30086.460000000017,40231.93000000001,64100.94000000002
569,570,-19.82,2024-09-11,3333,26,Public Transports,Bus,-6217.450000000005,30086.460000000017,40212.11000000001,64081.120000000024
1243,1244,-156.05,2024-09-11,1111,3,Purchases,Home Items,-6373.5000000000055,30086.460000000017,40212.11000000001,63925.07000000002
476,477,-166.93,2024-09-12,3333,3,Purchases,Home Items,-6373.5000000000055,30086.460000000017,40045.18000000001,63758.14000000002
668,669,-110.59,2024-09-12,2222,6,Home Expenses,Electricity,-6373.5000000000055,29975.870000000017,40045.18000000001,63647.55000000002
160,161,-43.72,2024-09-12,3333,26,Public Transports,Bus,-6373.5000000000055,29975.870000000017,40001.46000000001,63603.830000000016
884,885,-210.97,2024-09-15,1111,15,Groceries,Groceries,-6584.470000000006,29975.870000000017,40001.46000000001,63392.860000000015
380,381,-44.86,2024-09-15,3333,14,Leisure,Bar,-6584.470000000006,29975.870000000017,39956.600000000006,63348.000000000015
1156,1157,-59.92,2024-09-15,1111,2,Car,Maintenance,-6644.390000000006,29975.870000000017,39956.600000000006,63288.080000000016
588,589,-773.36,2024-09-15,1111,23,Taxes,Income Taxes,-7417.7500000000055,29975.870000000017,39956.600000000006,62514.720000000016
1732,1733,-106.76,2024-09-16,2222,6,Home Expenses,Electricity,-7417.7500000000055,29869.11000000002,39956.600000000006,62407.96000000002
413,414,-33.53,2024-09-16,2222,5,Home Expenses,Water,-7417.7500000000055,29835.58000000002,39956.600000000006,62374.43000000002
1194,1195,-53.84,2024-09-17,3333,16,Leisure,Restaurant,-7417.7500000000055,29835.58000000002,39902.76000000001,62320.590000000026
831,832,-87.21,2024-09-17,2222,25,Public Transports,Train,-7417.7500000000055,29748.37000000002,39902.76000000001,62233.38000000003
1224,1225,-100.53,2024-09-18,1111,4,Purchases,Electronics,-7518.280000000005,29748.37000000002,39902.76000000001,62132.85000000002
1856,1857,-99.76,2024-09-18,2222,1,Car,Fuel,-7518.280000000005,29648.610000000022,39902.76000000001,62033.090000000026
1783,1784,-142.7,2024-09-19,2222,11,Holidays,Extra Holiday Expenses,-7518.280000000005,29505.91000000002,39902.76000000001,61890.39000000003
818,819,-75.55,2024-09-19,3333,21,Health,Pharmacy,-7518.280000000005,29505.91000000002,39827.21000000001,61814.840000000026
1065,1066,-11.46,2024-09-20,3333,13,Leisure,Activities,-7518.280000000005,29505.91000000002,39815.75000000001,61803.38000000002
1731,1732,-74.24,2024-09-20,3333,13,Leisure,Activities,-7518.280000000005,29505.91000000002,39741.51000000001,61729.14000000003
945,946,-126.01,2024-09-21,2222,16,Leisure,Restaurant,-7518.280000000005,29379.900000000023,39741.51000000001,61603.13000000003
697,698,-44.9,2024-09-22,3333,26,Public Transports,Bus,-7518.280000000005,29379.900000000023,39696.61000000001,61558.230000000025
1580,1581,-284.67,2024-09-22,3333,28,Clothing,Clothes,-7518.280000000005,29379.900000000023,39411.94000000001,61273.56000000003
682,683,-44.56,2024-09-22,3333,13,Leisure,Activities,-7518.280000000005,29379.900000000023,39367.38000000001,61229.00000000003
427,428,-107.2,2024-09-24,3333,1,Car,Fuel,-7518.280000000005,29379.900000000023,39260.180000000015,61121.80000000003
1744,1745,-81.63,2024-09-25,1111,3,Purchases,Home Items,-7599.910000000005,29379.900000000023,39260.180000000015,61040.170000000035
1000,1001,-211.36,2024-09-25,1111,7,Home Expenses,Heating,-7811.270000000005,29379.900000000023,39260.180000000015,60828.810000000034
1019,1020,-64.26,2024-09-25,3333,1,Car,Fuel,-7811.270000000005,29379.900000000023,39195.92000000001,60764.55000000003
1982,1983,-225.6,2024-09-26,3333,7,Home Expenses,Heating,-7811.270000000005,29379.900000000023,38970.320000000014,60538.95000000003
201,202,-997.04,2024-09-27,2222,9,Holidays,Airplane,-7811.270000000005,28382.860000000022,38970.320000000014,59541.91000000003
298,299,-233.97,2024-09-27,3333,15,Groceries,Groceries,-7811.270000000005,28382.860000000022,38736.35000000001,59307.94000000003
599,600,-58.75,2024-09-27,3333,16,Leisure,Restaurant,-7811.270000000005,28382.860000000022,38677.60000000001,59249.19000000003
1951,1952,-61.15,2024-09-27,3333,1,Car,Fuel,-7811.270000000005,28382.860000000022,38616.45000000001,59188.04000000003
1501,1502,-87.8,2024-09-29,3333,18,Health,Medical Appointments,-7811.270000000005,28382.860000000022,38528.65000000001,59100.24000000003
1912,1913,-113.68,2024-09-29,3333,1,Car,Fuel,-7811.270000000005,28382.860000000022,38414.97000000001,58986.56000000003
1122,1123,-604.47,2024-09-30,1111,4,Purchases,Electronics,-8415.740000000005,28382.860000000022,38414.97000000001,58382.090000000026
1904,1905,-65.24,2024-09-30,1111,3,Purchases,Home Items,-8480.980000000005,28382.860000000022,38414.97000000001,58316.85000000003
1543,1544,-105.41,2024-09-30,3333,27,Clothing,Shoes,-8480.980000000005,28382.860000000022,38309.560000000005,58211.440000000024
85,86,-40.0,2024-10-01,2222,19,Health,Gym,-8480.980000000005,28342.860000000022,38309.560000000005,58171.440000000024
84,85,-1200.0,2024-10-01,1111,8,Home Expenses,Rent,-9680.980000000005,28342.860000000022,38309.560000000005,56971.440000000024
171,172,-447.61,2024-10-01,3333,9,Holidays,Airplane,-9680.980000000005,28342.860000000022,37861.950000000004,56523.83000000002
87,88,12000.0,2024-10-02,1111,17,Income,Salary,2319.019999999995,28342.860000000022,37861.950000000004,68523.83000000002
1239,1240,-45.8,2024-10-03,3333,5,Home Expenses,Water,2319.019999999995,28342.860000000022,37816.15,68478.03000000003
1148,1149,-46.03,2024-10-03,2222,13,Leisure,Activities,2319.019999999995,28296.830000000024,37816.15,68432.00000000003
1107,1108,-23.9,2024-10-04,3333,26,Public Transports,Bus,2319.019999999995,28296.830000000024,37792.25,68408.10000000002
1341,1342,-20.0,2024-10-04,1111,24,Telecom,Telecom,2299.019999999995,28296.830000000024,37792.25,68388.10000000002
86,87,-100.0,2024-10-04,1111,20,Health,Health Insurance,2199.019999999995,28296.830000000024,37792.25,68288.10000000002
1971,1972,-73.75,2024-10-04,1111,21,Health,Pharmacy,2125.269999999995,28296.830000000024,37792.25,68214.35000000002
1028,1029,-56.12,2024-10-04,2222,13,Leisure,Activities,2125.269999999995,28240.710000000025,37792.25,68158.23000000001
1805,1806,-176.73,2024-10-04,2222,3,Purchases,Home Items,2125.269999999995,28063.980000000025,37792.25,67981.50000000003
1425,1426,-35.04,2024-10-05,1111,21,Health,Pharmacy,2090.229999999995,28063.980000000025,37792.25,67946.46000000002
1441,1442,-147.23,2024-10-06,1111,3,Purchases,Home Items,1942.999999999995,28063.980000000025,37792.25,67799.23000000003
1985,1986,-52.99,2024-10-06,1111,5,Home Expenses,Water,1890.009999999995,28063.980000000025,37792.25,67746.24000000002
1005,1006,-27.51,2024-10-06,2222,14,Leisure,Bar,1890.009999999995,28036.470000000027,37792.25,67718.73000000003
1003,1004,-56.85,2024-10-06,1111,18,Health,Medical Appointments,1833.159999999995,28036.470000000027,37792.25,67661.88000000002
1784,1785,-125.56,2024-10-07,2222,28,Clothing,Clothes,1833.159999999995,27910.910000000025,37792.25,67536.32000000002
1056,1057,-49.39,2024-10-10,1111,26,Public Transports,Bus,1783.769999999995,27910.910000000025,37792.25,67486.93000000002
1840,1841,-193.31,2024-10-10,2222,28,Clothing,Clothes,1783.769999999995,27717.600000000024,37792.25,67293.62000000002
1566,1567,-43.17,2024-10-10,3333,26,Public Transports,Bus,1783.769999999995,27717.600000000024,37749.08,67250.45000000001
1577,1578,-53.33,2024-10-12,3333,28,Clothing,Clothes,1783.769999999995,27717.600000000024,37695.75,67197.12000000002
1442,1443,-75.11,2024-10-12,1111,15,Groceries,Groceries,1708.659999999995,27717.600000000024,37695.75,67122.01000000002
1692,1693,-66.72,2024-10-12,3333,13,Leisure,Activities,1708.659999999995,27717.600000000024,37629.03,67055.29000000002
1083,1084,-83.8,2024-10-12,2222,21,Health,Pharmacy,1708.659999999995,27633.800000000025,37629.03,66971.49000000002
656,657,220.84,2024-10-12,3333,12,Income,Investiments,1708.659999999995,27633.800000000025,37849.869999999995,67192.33000000002
1088,1089,-90.31,2024-10-13,3333,6,Home Expenses,Electricity,1708.659999999995,27633.800000000025,37759.56,67102.02000000002
462,463,-214.3,2024-10-13,3333,7,Home Expenses,Heating,1708.659999999995,27633.800000000025,37545.259999999995,66887.72000000002
1423,1424,-130.7,2024-10-14,1111,11,Holidays,Extra Holiday Expenses,1577.959999999995,27633.800000000025,37545.259999999995,66757.02000000002
1159,1160,-35.59,2024-10-15,1111,16,Leisure,Restaurant,1542.3699999999951,27633.800000000025,37545.259999999995,66721.43000000002
1771,1772,-98.76,2024-10-15,3333,6,Home Expenses,Electricity,1542.3699999999951,27633.800000000025,37446.49999999999,66622.67000000001
239,240,-23.46,2024-10-16,2222,26,Public Transports,Bus,1542.3699999999951,27610.340000000026,37446.49999999999,66599.21000000002
1042,1043,-49.21,2024-10-17,3333,5,Home Expenses,Water,1542.3699999999951,27610.340000000026,37397.28999999999,66550.00000000001
433,434,-410.96,2024-10-18,2222,23,Taxes,Income Taxes,1542.3699999999951,27199.380000000026,37397.28999999999,66139.04000000001
1419,1420,-50.82,2024-10-18,2222,25,Public Transports,Train,1542.3699999999951,27148.560000000027,37397.28999999999,66088.22000000002
1364,1365,-192.11,2024-10-19,2222,11,Holidays,Extra Holiday Expenses,1542.3699999999951,26956.450000000026,37397.28999999999,65896.11000000002
887,888,-30.14,2024-10-20,1111,2,Car,Maintenance,1512.229999999995,26956.450000000026,37397.28999999999,65865.97000000002
464,465,-862.28,2024-10-20,2222,9,Holidays,Airplane,1512.229999999995,26094.170000000027,37397.28999999999,65003.69000000002
1134,1135,292.4,2024-10-20,1111,12,Income,Investiments,1804.629999999995,26094.170000000027,37397.28999999999,65296.09000000001
552,553,-51.78,2024-10-21,3333,21,Health,Pharmacy,1804.629999999995,26094.170000000027,37345.509999999995,65244.31000000001
1943,1944,-202.87,2024-10-21,3333,7,Home Expenses,Heating,1804.629999999995,26094.170000000027,37142.63999999999,65041.44000000002
1597,1598,-730.89,2024-10-22,3333,23,Taxes,Income Taxes,1804.629999999995,26094.170000000027,36411.74999999999,64310.55000000002
1130,1131,-61.46,2024-10-22,2222,1,Car,Fuel,1804.629999999995,26032.71000000003,36411.74999999999,64249.09000000001
177,178,-30.67,2024-10-22,3333,14,Leisure,Bar,1804.629999999995,26032.71000000003,36381.079999999994,64218.42000000001
1152,1153,-63.87,2024-10-23,3333,1,Car,Fuel,1804.629999999995,26032.71000000003,36317.20999999999,64154.55000000002
1463,1464,-181.81,2024-10-23,2222,2,Car,Maintenance,1804.629999999995,25850.900000000027,36317.20999999999,63972.74000000001
257,258,-96.89,2024-10-24,3333,1,Car,Fuel,1804.629999999995,25850.900000000027,36220.31999999999,63875.85000000001
1486,1487,-72.97,2024-10-24,2222,16,Leisure,Restaurant,1804.629999999995,25777.930000000026,36220.31999999999,63802.88000000001
1848,1849,-464.81,2024-10-24,1111,10,Holidays,Hotel Stays,1339.8199999999952,25777.930000000026,36220.31999999999,63338.070000000014
1282,1283,-33.33,2024-10-25,3333,21,Health,Pharmacy,1339.8199999999952,25777.930000000026,36186.98999999999,63304.74000000001
442,443,228.21,2024-10-25,2222,12,Income,Investiments,1339.8199999999952,26006.140000000025,36186.98999999999,63532.95000000001
1650,1651,-54.38,2024-10-26,2222,15,Groceries,Groceries,1339.8199999999952,25951.760000000024,36186.98999999999,63478.57000000001
920,921,-78.61,2024-10-26,1111,16,Leisure,Restaurant,1261.2099999999953,25951.760000000024,36186.98999999999,63399.96000000001
290,291,-77.54,2024-10-27,3333,16,Leisure,Restaurant,1261.2099999999953,25951.760000000024,36109.44999999999,63322.42000000001
422,423,-39.37,2024-10-28,1111,16,Leisure,Restaurant,1221.8399999999954,25951.760000000024,36109.44999999999,63283.05000000001
1793,1794,-63.76,2024-10-28,3333,3,Purchases,Home Items,1221.8399999999954,25951.760000000024,36045.68999999999,63219.29000000001
785,786,-187.67,2024-10-28,1111,23,Taxes,Income Taxes,1034.1699999999953,25951.760000000024,36045.68999999999,63031.62000000001
737,738,-25.26,2024-10-30,2222,27,Clothing,Shoes,1034.1699999999953,25926.500000000025,36045.68999999999,63006.36000000001
1813,1814,-88.58,2024-10-31,3333,21,Health,Pharmacy,1034.1699999999953,25926.500000000025,35957.109999999986,62917.780000000006
233,234,-200.53,2024-10-31,2222,15,Groceries,Groceries,1034.1699999999953,25725.970000000027,35957.109999999986,62717.25000000001
241,242,-118.75,2024-11-01,2222,6,Home Expenses,Electricity,1034.1699999999953,25607.220000000027,35957.109999999986,62598.50000000001
1094,1095,-20.0,2024-11-01,3333,24,Telecom,Telecom,1034.1699999999953,25607.220000000027,35937.109999999986,62578.50000000001
91,92,12000.0,2024-11-01,2222,17,Income,Salary,1034.1699999999953,37607.22000000003,35937.109999999986,74578.50000000001
88,89,-1200.0,2024-11-01,3333,8,Home Expenses,Rent,1034.1699999999953,37607.22000000003,34737.109999999986,73378.50000000001
90,91,-100.0,2024-11-01,2222,20,Health,Health Insurance,1034.1699999999953,37507.22000000003,34737.109999999986,73278.50000000001
1802,1803,-98.89,2024-11-02,3333,3,Purchases,Home Items,1034.1699999999953,37507.22000000003,34638.21999999999,73179.61000000002
465,466,-181.16,2024-11-03,1111,7,Home Expenses,Heating,853.0099999999953,37507.22000000003,34638.21999999999,72998.45000000001
284,285,-151.54,2024-11-04,1111,18,Health,Medical Appointments,701.4699999999954,37507.22000000003,34638.21999999999,72846.91
1674,1675,-208.69,2024-11-04,3333,15,Groceries,Groceries,701.4699999999954,37507.22000000003,34429.529999999984,72638.22
1038,1039,-99.87,2024-11-04,1111,15,Groceries,Groceries,601.5999999999954,37507.22000000003,34429.529999999984,72538.35
495,496,-396.88,2024-11-05,2222,9,Holidays,Airplane,601.5999999999954,37110.34000000003,34429.529999999984,72141.47000000002
1749,1750,-18.9,2024-11-05,3333,25,Public Transports,Train,601.5999999999954,37110.34000000003,34410.62999999998,72122.57
813,814,-52.54,2024-11-05,3333,16,Leisure,Restaurant,601.5999999999954,37110.34000000003,34358.08999999998,72070.03000000001
89,90,-40.0,2024-11-05,3333,19,Health,Gym,601.5999999999954,37110.34000000003,34318.08999999998,72030.03000000001
1315,1316,-200.36,2024-11-06,3333,7,Home Expenses,Heating,601.5999999999954,37110.34000000003,34117.72999999998,71829.67000000001
1469,1470,-950.48,2024-11-06,1111,4,Purchases,Electronics,-348.88000000000466,37110.34000000003,34117.72999999998,70879.19
1983,1984,-141.44,2024-11-07,1111,27,Clothing,Shoes,-490.32000000000465,37110.34000000003,34117.72999999998,70737.75
531,532,-160.19,2024-11-09,3333,18,Health,Medical Appointments,-490.32000000000465,37110.34000000003,33957.53999999998,70577.56
1475,1476,-141.07,2024-11-09,2222,6,Home Expenses,Electricity,-490.32000000000465,36969.27000000003,33957.53999999998,70436.49
1496,1497,-660.68,2024-11-11,1111,4,Purchases,Electronics,-1151.0000000000045,36969.27000000003,33957.53999999998,69775.81
230,231,-141.5,2024-11-12,3333,28,Clothing,Clothes,-1151.0000000000045,36969.27000000003,33816.03999999998,69634.31
1471,1472,-160.48,2024-11-13,2222,3,Purchases,Home Items,-1151.0000000000045,36808.79000000003,33816.03999999998,69473.83
1610,1611,-33.9,2024-11-13,1111,5,Home Expenses,Water,-1184.9000000000046,36808.79000000003,33816.03999999998,69439.93000000001
1814,1815,-92.4,2024-11-14,3333,18,Health,Medical Appointments,-1184.9000000000046,36808.79000000003,33723.63999999998,69347.53
1207,1208,-37.1,2024-11-14,3333,13,Leisure,Activities,-1184.9000000000046,36808.79000000003,33686.53999999998,69310.43000000001
568,569,-177.43,2024-11-14,1111,2,Car,Maintenance,-1362.3300000000047,36808.79000000003,33686.53999999998,69133.0
814,815,-85.31,2024-11-14,2222,3,Purchases,Home Items,-1362.3300000000047,36723.48000000003,33686.53999999998,69047.69
955,956,-139.33,2024-11-14,1111,11,Holidays,Extra Holiday Expenses,-1501.6600000000046,36723.48000000003,33686.53999999998,68908.36000000002
1696,1697,-50.83,2024-11-15,2222,11,Holidays,Extra Holiday Expenses,-1501.6600000000046,36672.65000000003,33686.53999999998,68857.53
