,id_expense,value,date,account_number,category_id,main_category,secondary_category
895,896,-173.96,2023-09-04,1111,4,Purchases,Electronics
896,897,-777.83,2024-01-26,1111,23,Taxes,Income Taxes
897,898,-100.24,2023-07-22,1111,27,Clothing,Shoes
898,899,-69.52,2024-09-09,3333,16,Leisure,Restaurant
899,900,-198.45,2024-02-18,3333,18,Health,Medical Appointments
900,901,-71.49,2023-09-19,1111,28,Clothing,Clothes
901,902,-187.62,2024-06-01,3333,15,Groceries,Groceries
902,903,-90.54,2025-07-07,3333,13,Leisure,Activities
903,904,-41.14,2025-06-12,1111,27,Clothing,Shoes
904,905,-112.85,2025-10-28,1111,18,Health,Medical Appointments
905,906,-109.92,2023-09-22,2222,6,Home Expenses,Electricity
906,907,-288.07,2023-05-05,3333,2,Car,Maintenance
907,908,-242.96,2025-03-25,2222,7,Home Expenses,Heating
908,909,-28.96,2025-11-17,1111,26,Public Transports,Bus
909,910,-93.77,2025-11-09,2222,6,Home Expenses,Electricity
910,911,-82.35,2025-03-31,3333,16,Leisure,Restaurant
911,912,-203.46,2023-01-08,1111,10,Holidays,Hotel Stays
912,913,-252.47,2023-01-19,3333,23,Taxes,Income Taxes
913,914,-85.5,2024-06-14,2222,16,Leisure,Restaurant
914,915,-496.36,2024-07-03,3333,9,Holidays,Airplane
915,916,-212.55,2023-04-04,3333,4,Purchases,Electronics
916,917,-491.84,2023-10-31,2222,9,Holidays,Airplane
917,918,-38.11,2023-04-16,3333,5,Home Expenses,Water
918,919,-1189.54,2024-03-06,3333,9,Holidays,Airplane
919,920,-51.33,2024-12-12,3333,4,Purchases,Electronics
920,921,-78.61,2024-10-26,1111,16,Leisure,Restaurant
921,922,-179.12,2024-06-24,3333,27,Clothing,Shoes
922,923,-42.25,2024-08-26,2222,5,Home Expenses,Water
923,924,-199.01,2023-01-22,2222,2,Car,Maintenance
924,925,-930.48,2024-07-26,1111,9,Holidays,Airplane
925,926,-585.8,2023-08-06,3333,10,Holidays,Hotel Stays
926,927,-215.79,2024-06-11,3333,28,Clothing,Clothes
927,928,-64.39,2024-02-27,2222,25,Public Transports,Train
928,929,-524.26,2024-02-22,3333,9,Holidays,Airplane
929,930,-82.7,2025-03-20,1111,25,Public Transports,Train
930,931,-50.12,2025-06-07,2222,16,Leisure,Restaurant
931,932,-57.07,2023-07-11,2222,5,Home Expenses,Water
932,933,-95.94,2023-12-27,1111,6,Home Expenses,Electricity
933,934,-443.36,2024-01-05,3333,23,Taxes,Income Taxes
934,935,-55.26,2023-11-30,1111,11,Holidays,Extra Holiday Expenses
935,936,-35.93,2024-01-20,1111,14,Leisure,Bar
936,937,-32.16,2024-05-17,2222,5,Home Expenses,Water
937,938,-97.33,2023-07-25,3333,25,Public Transports,Train
938,939,-22.36,2023-01-25,3333,21,Health,Pharmacy
939,940,-408.98,2023-02-12,1111,4,Purchases,Electronics
940,941,-126.34,2023-03-31,1111,1,Car,Fuel
941,942,-970.12,2024-07-02,1111,9,Holidays,Airplane
942,943,-63.97,2023-01-20,1111,25,Public Transports,Train
943,944,-78.89,2024-11-24,3333,16,Leisure,Restaurant
944,945,-56.42,2025-09-10,3333,3,Purchases,Home Items
945,946,-126.01,2024-09-21,2222,16,Leisure,Restaurant
946,947,-73.18,2023-04-25,3333,18,Health,Medical Appointments
947,948,-68.14,2023-09-10,1111,27,Clothing,Shoes
948,949,-57.76,2024-08-30,1111,2,Car,Maintenance
949,950,-89.78,2025-04-30,1111,21,Health,Pharmacy
950,951,-141.22,2023-02-19,1111,1,Car,Fuel
951,952,-146.35,2024-12-24,3333,15,Groceries,Groceries
952,953,-106.47,2025-02-26,3333,11,Holidays,Extra Holiday Expenses
953,954,-168.1,2023-08-19,2222,27,Clothing,Shoes
954,955,-149.08,2024-04-04,1111,6,Home Expenses,Electricity
955,956,-139.33,2024-11-14,1111,11,Holidays,Extra Holiday Expenses
956,957,-93.1,2023-06-23,1111,13,Leisure,Activities
957,958,-37.56,2025-05-27,3333,16,Leisure,Restaurant
958,959,639.65,2025-05-20,1111,12,Income,Investiments
959,960,-35.92,2024-08-10,2222,26,Public Transports,Bus
960,961,-307.54,2025-10-19,3333,4,Purchases,Electronics
961,962,-93.96,2023-06-06,1111,13,Leisure,Activities
962,963,-53.33,2023-10-28,2222,5,Home Expenses,Water
963,964,-41.72,2025-09-06,1111,5,Home Expenses,Water
964,965,-598.95,2024-07-24,1111,4,Purchases,Electronics
965,966,-78.15,2023-09-19,1111,3,Purchases,Home Items
966,967,-20.87,2025-10-09,2222,14,Leisure,Bar
967,968,-154.01,2025-04-27,3333,18,Health,Medical Appointments
968,969,-40.01,2024-05-18,2222,25,Public Transports,Train
969,970,-187.33,2025-10-05,3333,15,Groceries,Groceries
970,971,-85.71,2025-02-26,1111,16,Leisure,Restaurant
971,972,-600.44,2024-03-25,3333,23,Taxes,Income Taxes
972,973,-62.33,2023-01-06,1111,3,Purchases,Home Items
973,974,-86.24,2025-08-28,1111,1,Car,Fuel
974,975,-106.6,2024-12-16,2222,4,Purchases,Electronics
975,976,-38.84,2023-10-23,3333,5,Home Expenses,Water
976,977,-110.62,2024-04-04,1111,15,Groceries,Groceries
977,978,-67.21,2023-10-21,2222,28,Clothing,Clothes
978,979,-37.11,2025-05-19,2222,28,Clothing,Clothes
979,980,-219.38,2023-06-01,2222,2,Car,Maintenance
980,981,-20.0,2023-10-04,1111,24,Telecom,Telecom
981,982,-22.71,2024-05-16,1111,13,Leisure,Activities
982,983,-106.92,2025-05-02,1111,1,Car,Fuel
983,984,-96.98,2023-10-14,3333,6,Home Expenses,Electricity
984,985,-72.87,2024-09-05,2222,21,Health,Pharmacy
985,986,-230.64,2025-06-28,3333,15,Groceries,Groceries
986,987,-22.38,2023-08-16,1111,27,Clothing,Shoes
987,988,-267.91,2023-03-07,3333,2,Car,Maintenance
988,989,-100.33,2023-01-23,2222,6,Home Expenses,Electricity
989,990,-219.98,2025-07-19,3333,15,Groceries,Groceries
990,991,-169.31,2025-10-24,2222,27,Clothing,Shoes
991,992,-60.92,2023-11-18,2222,27,Clothing,Shoes
992,993,-113.87,2023-09-14,3333,3,Purchases,Home Items
993,994,-168.09,2023-04-25,1111,7,Home Expenses,Heating
994,995,-13.27,2023-06-08,3333,14,Leisure,Bar
995,996,-82.06,2025-04-09,2222,16,Leisure,Restaurant
996,997,-55.47,2025-01-30,3333,6,Home Expenses,Electricity
997,998,-98.68,2023-08-11,1111,15,Groceries,Groceries
998,999,-85.29,2024-11-18,1111,3,Purchases,Home Items
999,1000,-482.21,2023-08-07,1111,9,Holidays,Airplane
1000,1001,-211.36,2024-09-25,1111,7,Home Expenses,Heating
1001,1002,-36.14,2023-03-08,1111,22,Taxes,Documents
1002,1003,-142.52,2023-04-02,3333,10,Holidays,Hotel Stays
1003,1004,-56.85,2024-10-06,1111,18,Health,Medical Appointments
1004,1005,-52.12,2024-12-31,2222,11,Holidays,Extra Holiday Expenses
1005,1006,-27.51,2024-10-06,2222,14,Leisure,Bar
1006,1007,-126.08,2023-09-23,3333,28,Clothing,Clothes
1007,1008,-9.38,2025-04-14,3333,26,Public Transports,Bus
1008,1009,-19.09,2023-11-04,1111,21,Health,Pharmacy
1009,1010,-657.25,2025-09-03,3333,23,Taxes,Income Taxes
1010,1011,-108.33,2023-11-07,3333,2,Car,Maintenance
1011,1012,-30.24,2023-07-11,3333,16,Leisure,Restaurant
1012,1013,-1084.4,2023-10-16,3333,9,Holidays,Airplane
1013,1014,-149.34,2025-10-24,3333,6,Home Expenses,Electricity
1014,1015,-194.36,2024-11-30,2222,28,Clothing,Clothes
1015,1016,-40.17,2025-01-07,3333,5,Home Expenses,Water
1016,1017,-60.0,2025-03-04,1111,15,Groceries,Groceries
1017,1018,-299.34,2023-06-03,1111,7,Home Expenses,Heating
1018,1019,-539.45,2025-10-15,1111,23,Taxes,Income Taxes
1019,1020,-64.26,2024-09-25,3333,1,Car,Fuel
1020,1021,-109.8,2025-07-20,2222,3,Purchases,Home Items
1021,1022,-143.41,2023-11-27,1111,6,Home Expenses,Electricity
1022,1023,-388.26,2024-12-24,1111,10,Holidays,Hotel Stays
1023,1024,-52.25,2025-08-01,2222,3,Purchases,Home Items
1024,1025,-196.77,2025-06-24,3333,18,Health,Medical Appointments
1025,1026,-58.19,2025-09-26,1111,5,Home Expenses,Water
1026,1027,-87.31,2025-04-01,2222,13,Leisure,Activities
1027,1028,-20.0,2025-10-03,2222,24,Telecom,Telecom
1028,1029,-56.12,2024-10-04,2222,13,Leisure,Activities
1029,1030,-142.8,2025-11-02,2222,3,Purchases,Home Items
1030,1031,-538.7,2023-03-29,3333,10,Holidays,Hotel Stays
1031,1032,-15.14,2024-05-16,3333,25,Public Transports,Train
1032,1033,-20.64,2023-08-04,2222,16,Leisure,Restaurant
1033,1034,-12.12,2025-03-28,1111,14,Leisure,Bar
1034,1035,-588.22,2025-08-04,3333,9,Holidays,Airplane
1035,1036,-82.81,2025-08-17,3333,3,Purchases,Home Items
1036,1037,-92.01,2025-08-10,1111,16,Leisure,Restaurant
1037,1038,-52.45,2023-08-10,2222,3,Purchases,Home Items
1038,1039,-99.87,2024-11-04,1111,15,Groceries,Groceries
1039,1040,408.18,2025-09-22,1111,12,Income,Investiments
1040,1041,-153.43,2023-08-23,2222,27,Clothing,Shoes
1041,1042,-24.98,2023-11-15,2222,16,Leisure,Restaurant
1042,1043,-49.21,2024-10-17,3333,5,Home Expenses,Water
1043,1044,-296.71,2025-02-17,1111,2,Car,Maintenance
1044,1045,-81.06,2025-08-27,1111,13,Leisure,Activities
1045,1046,-87.1,2023-02-16,3333,2,Car,Maintenance
1046,1047,-117.46,2023-12-27,1111,15,Groceries,Groceries
1047,1048,-32.08,2025-04-09,1111,5,Home Expenses,Water
1048,1049,-268.44,2025-07-13,2222,11,Holidays,Extra Holiday Expenses
1049,1050,-29.27,2024-06-15,1111,21,Health,Pharmacy
1050,1051,-54.96,2025-05-27,2222,2,Car,Maintenance
1051,1052,-91.13,2024-12-16,2222,11,Holidays,Extra Holiday Expenses
1052,1053,-121.32,2023-11-26,3333,18,Health,Medical Appointments
1053,1054,-138.67,2025-03-07,1111,15,Groceries,Groceries
1054,1055,-82.65,2024-02-11,1111,16,Leisure,Restaurant
1055,1056,-210.35,2023-10-24,2222,28,Clothing,Clothes
1056,1057,-49.39,2024-10-10,1111,26,Public Transports,Bus
1057,1058,-56.9,2023-10-30,2222,5,Home Expenses,Water
1058,1059,202.25,2025-04-12,2222,12,Income,Investiments
1059,1060,-75.01,2025-07-11,1111,21,Health,Pharmacy
1060,1061,-50.44,2023-07-19,1111,25,Public Transports,Train
1061,1062,-244.06,2024-01-20,2222,7,Home Expenses,Heating
1062,1063,-118.3,2023-12-07,3333,27,Clothing,Shoes
1063,1064,-14.73,2024-03-05,1111,14,Leisure,Bar
1064,1065,-30.96,2023-01-30,2222,26,Public Transports,Bus
1065,1066,-11.46,2024-09-20,3333,13,Leisure,Activities
1066,1067,-714.35,2025-07-22,2222,4,Purchases,Electronics
1067,1068,-137.93,2025-05-22,3333,15,Groceries,Groceries
1068,1069,202.04,2023-12-27,2222,12,Income,Investiments
1069,1070,-143.28,2023-11-30,3333,15,Groceries,Groceries
1070,1071,-145.39,2025-06-14,3333,15,Groceries,Groceries
1071,1072,-225.52,2023-07-23,1111,11,Holidays,Extra Holiday Expenses
1072,1073,-135.16,2023-02-03,3333,4,Purchases,Electronics
1073,1074,-75.92,2023-07-24,3333,15,Groceries,Groceries
1074,1075,-85.44,2023-03-08,3333,16,Leisure,Restaurant
1075,1076,-262.93,2024-03-09,1111,11,Holidays,Extra Holiday Expenses
1076,1077,-91.71,2023-08-23,1111,16,Leisure,Restaurant
1077,1078,-192.58,2024-12-19,2222,18,Health,Medical Appointments
1078,1079,-277.0,2025-03-21,1111,15,Groceries,Groceries
1079,1080,-80.4,2025-11-05,2222,13,Leisure,Activities
1080,1081,-539.8,2024-06-25,2222,10,Holidays,Hotel Stays
1081,1082,-218.33,2023-01-09,2222,15,Groceries,Groceries
1082,1083,-34.19,2023-11-11,2222,2,Car,Maintenance
1083,1084,-83.8,2024-10-12,2222,21,Health,Pharmacy
1084,1085,-145.92,2025-05-30,1111,6,Home Expenses,Electricity
1085,1086,-97.88,2024-01-30,3333,16,Leisure,Restaurant
1086,1087,-45.4,2023-04-16,3333,25,Public Transports,Train
1087,1088,-82.22,2025-03-10,3333,15,Groceries,Groceries
1088,1089,-90.31,2024-10-13,3333,6,Home Expenses,Electricity
1089,1090,-93.74,2023-07-23,3333,6,Home Expenses,Electricity
1090,1091,-45.13,2025-03-13,3333,5,Home Expenses,Water
1091,1092,-518.67,2023-11-22,2222,10,Holidays,Hotel Stays
1092,1093,-100.52,2023-02-22,2222,7,Home Expenses,Heating
1093,1094,-112.89,2023-11-10,1111,1,Car,Fuel
1094,1095,-20.0,2024-11-01,3333,24,Telecom,Telecom
1095,1096,-6.14,2023-09-25,2222,14,Leisure,Bar
1096,1097,-66.84,2025-01-03,1111,25,Public Transports,Train
1097,1098,-852.52,2024-03-30,2222,9,Holidays,Airplane
1098,1099,-197.79,2024-05-17,3333,7,Home Expenses,Heating
1099,1100,-39.67,2023-04-16,2222,14,Leisure,Bar
1100,1101,-188.3,2023-02-17,3333,3,Purchases,Home Items
1101,1102,-706.86,2023-08-16,2222,23,Taxes,Income Taxes
1102,1103,-20.0,2025-11-01,2222,24,Telecom,Telecom
1103,1104,-547.3,2023-07-10,1111,10,Holidays,Hotel Stays
1104,1105,-176.69,2024-03-01,2222,18,Health,Medical Appointments
1105,1106,-516.49,2023-02-14,2222,4,Purchases,Electronics
1106,1107,-107.57,2023-06-06,1111,3,Purchases,Home Items
1107,1108,-23.9,2024-10-04,3333,26,Public Transports,Bus
1108,1109,-125.11,2024-01-04,2222,16,Leisure,Restaurant
1109,1110,-140.36,2023-03-06,1111,1,Car,Fuel
1110,1111,994.37,2025-09-18,3333,12,Income,Investiments
1111,1112,-57.32,2023-11-21,3333,16,Leisure,Restaurant
1112,1113,-98.72,2023-09-07,1111,28,Clothing,Clothes
1113,1114,-20.0,2023-06-03,3333,24,Telecom,Telecom
1114,1115,-78.49,2024-03-18,2222,21,Health,Pharmacy
1115,1116,-903.64,2023-03-02,2222,4,Purchases,Electronics
1116,1117,-36.59,2023-09-17,2222,5,Home Expenses,Water
1117,1118,-340.79,2023-07-08,2222,10,Holidays,Hotel Stays
1118,1119,-119.27,2024-08-25,2222,27,Clothing,Shoes
1119,1120,-248.43,2025-06-12,3333,28,Clothing,Clothes
1120,1121,-46.51,2024-05-27,1111,14,Leisure,Bar
1121,1122,-231.15,2024-07-29,2222,7,Home Expenses,Heating
1122,1123,-604.47,2024-09-30,1111,4,Purchases,Electronics
1123,1124,-289.83,2025-09-26,2222,7,Home Expenses,Heating
1124,1125,-75.09,2024-07-10,2222,16,Leisure,Restaurant
1125,1126,-35.38,2025-02-23,2222,16,Leisure,Restaurant
1126,1127,-204.77,2025-02-04,3333,7,Home Expenses,Heating
1127,1128,-100.89,2023-03-11,3333,3,Purchases,Home Items
1128,1129,-393.43,2024-08-24,3333,10,Holidays,Hotel Stays
1129,1130,-95.53,2024-12-22,2222,25,Public Transports,Train
1130,1131,-61.46,2024-10-22,2222,1,Car,Fuel
1131,1132,-85.77,2023-05-29,1111,6,Home Expenses,Electricity
1132,1133,-21.72,2023-10-25,2222,26,Public Transports,Bus
1133,1134,-59.15,2023-01-23,3333,4,Purchases,Electronics
1134,1135,292.4,2024-10-20,1111,12,Income,Investiments
1135,1136,-25.3,2024-08-03,3333,22,Taxes,Documents
1136,1137,-196.0,2023-07-30,3333,7,Home Expenses,Heating
1137,1138,-458.13,2023-06-03,3333,10,Holidays,Hotel Stays
1138,1139,-47.96,2025-06-10,2222,25,Public Transports,Train
1139,1140,278.34,2023-04-12,2222,12,Income,Investiments
1140,1141,-57.02,2024-07-16,2222,18,Health,Medical Appointments
1141,1142,-167.89,2023-12-17,3333,4,Purchases,Electronics
1142,1143,632.05,2024-04-29,3333,12,Income,Investiments
1143,1144,-78.5,2023-01-10,2222,1,Car,Fuel
1144,1145,-82.76,2025-04-04,1111,11,Holidays,Extra Holiday Expenses
1145,1146,-93.44,2023-03-22,2222,22,Taxes,Documents
1146,1147,-11.46,2025-08-20,1111,25,Public Transports,Train
1147,1148,-230.81,2024-07-16,2222,15,Groceries,Groceries
1148,1149,-46.03,2024-10-03,2222,13,Leisure,Activities
1149,1150,-32.35,2024-09-03,3333,16,Leisure,Restaurant
1150,1151,-84.13,2023-09-06,2222,16,Leisure,Restaurant
1151,1152,-35.14,2024-04-03,1111,16,Leisure,Restaurant
1152,1153,-63.87,2024-10-23,3333,1,Car,Fuel
1153,1154,-147.63,2023-12-15,1111,28,Clothing,Clothes
1154,1155,-239.3,2025-01-25,3333,7,Home Expenses,Heating
1155,1156,-143.41,2023-04-18,2222,1,Car,Fuel
1156,1157,-59.92,2024-09-15,1111,2,Car,Maintenance
1157,1158,-264.66,2025-02-16,2222,10,Holidays,Hotel Stays
1158,1159,-50.66,2023-10-10,3333,27,Clothing,Shoes
1159,1160,-35.59,2024-10-15,1111,16,Leisure,Restaurant
1160,1161,-721.46,2025-04-26,3333,23,Taxes,Income Taxes
1161,1162,-106.87,2024-05-07,3333,16,Leisure,Restaurant
1162,1163,-149.19,2024-07-28,2222,18,Health,Medical Appointments
1163,1164,-160.33,2023-07-08,2222,28,Clothing,Clothes
1164,1165,-227.85,2024-12-23,3333,11,Holidays,Extra Holiday Expenses
1165,1166,-859.48,2024-02-26,3333,9,Holidays,Airplane
1166,1167,-33.53,2025-10-09,1111,3,Purchases,Home Items
1167,1168,-82.89,2024-03-18,2222,7,Home Expenses,Heating
1168,1169,-13.46,2023-08-03,2222,14,Leisure,Bar
1169,1170,-259.08,2025-11-18,2222,7,Home Expenses,Heating
1170,1171,-227.13,2023-11-12,3333,11,Holidays,Extra Holiday Expenses
1171,1172,-918.42,2024-03-24,2222,4,Purchases,Electronics
1172,1173,-48.88,2025-11-17,1111,14,Leisure,Bar
1173,1174,-13.46,2024-07-23,2222,14,Leisure,Bar
1174,1175,-118.63,2023-07-29,1111,6,Home Expenses,Electricity
1175,1176,-133.91,2023-08-14,1111,16,Leisure,Restaurant
1176,1177,-139.41,2024-01-19,2222,1,Car,Fuel
1177,1178,-97.62,2025-07-16,2222,1,Car,Fuel
1178,1179,-159.16,2023-06-22,2222,10,Holidays,Hotel Stays
1179,1180,-103.02,2025-03-23,3333,15,Groceries,Groceries
1180,1181,-176.98,2023-04-19,2222,15,Groceries,Groceries
1181,1182,-284.89,2023-04-11,3333,10,Holidays,Hotel Stays
1182,1183,-37.94,2025-05-15,1111,14,Leisure,Bar
1183,1184,-97.36,2023-12-28,3333,11,Holidays,Extra Holiday Expenses
1184,1185,-364.78,2025-10-07,3333,10,Holidays,Hotel Stays
1185,1186,-77.3,2023-04-13,3333,15,Groceries,Groceries
1186,1187,-1158.97,2024-03-25,1111,9,Holidays,Airplane
1187,1188,-271.67,2024-06-29,1111,2,Car,Maintenance
1188,1189,-115.78,2024-07-18,1111,3,Purchases,Home Items
1189,1190,-64.98,2025-04-08,2222,16,Leisure,Restaurant
1190,1191,-9.56,2024-07-03,2222,14,Leisure,Bar
1191,1192,-117.63,2024-02-21,2222,7,Home Expenses,Heating
1192,1193,-35.92,2024-08-12,3333,25,Public Transports,Train
1193,1194,-59.42,2025-10-27,3333,1,Car,Fuel
1194,1195,-53.84,2024-09-17,3333,16,Leisure,Restaurant
1195,1196,-370.23,2023-05-23,1111,9,Holidays,Airplane
1196,1197,-83.22,2025-07-21,1111,6,Home Expenses,Electricity
1197,1198,-116.6,2025-05-26,2222,1,Car,Fuel
1198,1199,-67.75,2024-06-24,1111,1,Car,Fuel
1199,1200,-117.92,2023-01-20,3333,6,Home Expenses,Electricity
1200,1201,-97.26,2023-01-03,2222,13,Leisure,Activities
1201,1202,-672.57,2023-04-03,1111,9,Holidays,Airplane
1202,1203,-576.03,2024-08-18,1111,23,Taxes,Income Taxes
1203,1204,-55.28,2023-10-28,1111,21,Health,Pharmacy
1204,1205,-339.37,2024-11-18,2222,4,Purchases,Electronics
1205,1206,-160.22,2024-06-11,3333,18,Health,Medical Appointments
1206,1207,-88.03,2025-07-28,1111,18,Health,Medical Appointments
1207,1208,-37.1,2024-11-14,3333,13,Leisure,Activities
1208,1209,-43.56,2025-09-18,1111,26,Public Transports,Bus
1209,1210,-442.89,2023-02-12,1111,10,Holidays,Hotel Stays
1210,1211,-264.07,2023-10-18,2222,15,Groceries,Groceries
1211,1212,-54.64,2025-06-01,2222,18,Health,Medical Appointments
1212,1213,-243.76,2024-02-01,2222,7,Home Expenses,Heating
1213,1214,-19.71,2024-07-14,3333,25,Public Transports,Train
1214,1215,-29.52,2025-07-09,3333,26,Public Transports,Bus
1215,1216,-76.53,2024-12-15,2222,6,Home Expenses,Electricity
1216,1217,-31.51,2024-07-19,2222,14,Leisure,Bar
1217,1218,-89.04,2024-12-04,3333,7,Home Expenses,Heating
1218,1219,-461.79,2025-07-20,3333,4,Purchases,Electronics
1219,1220,-35.96,2023-01-18,2222,13,Leisure,Activities
1220,1221,-11.62,2023-11-04,3333,26,Public Transports,Bus
1221,1222,-205.95,2023-11-30,2222,11,Holidays,Extra Holiday Expenses
1222,1223,-93.24,2024-08-26,1111,18,Health,Medical Appointments
1223,1224,-25.32,2024-08-02,3333,16,Leisure,Restaurant
1224,1225,-100.53,2024-09-18,1111,4,Purchases,Electronics
1225,1226,-138.06,2023-01-02,1111,15,Groceries,Groceries
1226,1227,-168.86,2024-08-03,3333,10,Holidays,Hotel Stays
1227,1228,-48.13,2023-11-14,1111,26,Public Transports,Bus
1228,1229,-68.72,2024-02-07,2222,27,Clothing,Shoes
1229,1230,-742.78,2024-08-18,1111,23,Taxes,Income Taxes
1230,1231,-157.76,2024-12-27,1111,2,Car,Maintenance
1231,1232,-33.67,2025-05-15,2222,26,Public Transports,Bus
1232,1233,-898.38,2024-09-10,3333,4,Purchases,Electronics
1233,1234,-93.33,2025-06-11,3333,11,Holidays,Extra Holiday Expenses
1234,1235,823.94,2023-10-13,3333,12,Income,Investiments
1235,1236,-135.0,2025-05-02,3333,7,Home Expenses,Heating
1236,1237,-146.23,2023-06-25,2222,7,Home Expenses,Heating
1237,1238,-748.98,2025-08-02,3333,23,Taxes,Income Taxes
1238,1239,-87.6,2025-06-13,1111,6,Home Expenses,Electricity
1239,1240,-45.8,2024-10-03,3333,5,Home Expenses,Water
1240,1241,-37.07,2025-08-17,2222,26,Public Transports,Bus
1241,1242,-166.64,2025-04-20,2222,15,Groceries,Groceries
1242,1243,-141.26,2023-02-24,2222,1,Car,Fuel
1243,1244,-156.05,2024-09-11,1111,3,Purchases,Home Items
1244,1245,-458.54,2023-09-18,3333,23,Taxes,Income Taxes
1245,1246,-91.99,2024-08-23,1111,16,Leisure,Restaurant
1246,1247,-10.67,2023-01-13,2222,14,Leisure,Bar
1247,1248,-51.42,2023-04-22,1111,21,Health,Pharmacy
1248,1249,-102.95,2023-08-08,2222,2,Car,Maintenance
1249,1250,-34.87,2024-08-18,3333,16,Leisure,Restaurant
1250,1251,-153.59,2023-05-05,1111,18,Health,Medical Appointments
1251,1252,-187.85,2025-11-12,3333,28,Clothing,Clothes
1252,1253,-29.54,2024-02-24,3333,27,Clothing,Shoes
1253,1254,-46.86,2025-10-11,1111,5,Home Expenses,Water
1254,1255,-1095.05,2023-11-13,2222,9,Holidays,Airplane
1255,1256,-37.98,2023-01-14,2222,25,Public Transports,Train
1256,1257,-20.0,2025-08-01,1111,24,Telecom,Telecom
1257,1258,-65.3,2023-09-05,3333,1,Car,Fuel
1258,1259,-284.85,2023-08-01,2222,4,Purchases,Electronics
1259,1260,-133.27,2025-06-27,2222,1,Car,Fuel
1260,1261,-280.03,2024-09-06,2222,2,Car,Maintenance
1261,1262,-197.4,2024-04-26,3333,18,Health,Medical Appointments
1262,1263,-510.84,2025-06-18,3333,10,Holidays,Hotel Stays
1263,1264,-36.16,2023-10-27,3333,16,Leisure,Restaurant
1264,1265,-68.48,2024-05-07,1111,1,Car,Fuel
1265,1266,-76.75,2024-02-15,2222,21,Health,Pharmacy
1266,1267,-93.51,2023-07-24,3333,18,Health,Medical Appointments
1267,1268,-105.1,2024-07-17,2222,18,Health,Medical Appointments
1268,1269,-36.39,2023-08-08,2222,14,Leisure,Bar
1269,1270,-253.37,2023-10-31,1111,15,Groceries,Groceries
1270,1271,-164.27,2025-03-08,1111,11,Holidays,Extra Holiday Expenses
1271,1272,-311.93,2025-06-29,1111,23,Taxes,Income Taxes
1272,1273,-96.65,2025-08-16,3333,13,Leisure,Activities
1273,1274,-56.0,2023-11-21,2222,16,Leisure,Restaurant
1274,1275,-87.03,2025-10-27,1111,21,Health,Pharmacy
1275,1276,-91.23,2025-03-10,3333,13,Leisure,Activities
1276,1277,-51.41,2023-11-07,2222,3,Purchases,Home Items
1277,1278,-74.73,2024-11-25,2222,25,Public Transports,Train
1278,1279,-174.56,2023-10-14,2222,27,Clothing,Shoes
1279,1280,-18.63,2025-03-17,1111,26,Public Transports,Bus
1280,1281,-53.54,2025-08-24,3333,25,Public Transports,Train
1281,1282,-13.12,2025-11-04,3333,26,Public Transports,Bus
1282,1283,-33.33,2024-10-25,3333,21,Health,Pharmacy
1283,1284,-343.67,2025-04-06,1111,23,Taxes,Income Taxes
1284,1285,-37.97,2023-11-22,1111,2,Car,Maintenance
1285,1286,-682.0,2025-10-19,3333,4,Purchases,Electronics
1286,1287,-98.55,2024-04-19,3333,18,Health,Medical Appointments
1287,1288,-305.43,2023-12-23,3333,9,Holidays,Airplane
1288,1289,-39.01,2025-05-10,1111,14,Leisure,Bar
1289,1290,-195.21,2023-08-23,1111,2,Car,Maintenance
1290,1291,-49.68,2025-02-05,3333,28,Clothing,Clothes
1291,1292,-85.66,2023-12-23,2222,25,Public Transports,Train
1292,1293,-713.79,2025-02-12,1111,4,Purchases,Electronics
1293,1294,-61.64,2024-02-14,1111,25,Public Transports,Train
1294,1295,-345.55,2024-08-08,1111,10,Holidays,Hotel Stays
1295,1296,-243.27,2025-06-07,3333,7,Home Expenses,Heating
1296,1297,-98.92,2023-02-19,3333,7,Home Expenses,Heating
1297,1298,-9.33,2023-03-10,1111,26,Public Transports,Bus
1298,1299,-85.96,2025-04-15,3333,1,Car,Fuel
1299,1300,-89.16,2024-11-28,1111,16,Leisure,Restaurant
1300,1301,-37.85,2025-10-13,1111,26,Public Transports,Bus
1301,1302,-205.48,2025-08-28,3333,7,Home Expenses,Heating
1302,1303,-42.08,2023-10-10,1111,13,Leisure,Activities
1303,1304,-75.58,2025-02-09,1111,16,Leisure,Restaurant
1304,1305,-154.7,2025-11-25,2222,23,Taxes,Income Taxes
1305,1306,-162.03,2024-04-17,1111,4,Purchases,Electronics
1306,1307,-20.0,2023-05-01,1111,24,Telecom,Telecom
1307,1308,-280.57,2024-05-29,2222,11,Holidays,Extra Holiday Expenses
1308,1309,-84.42,2023-11-20,2222,27,Clothing,Shoes
1309,1310,-116.2,2024-05-09,3333,3,Purchases,Home Items
1310,1311,-55.0,2025-03-28,3333,16,Leisure,Restaurant
1311,1312,-177.4,2023-08-16,3333,2,Car,Maintenance
1312,1313,-190.54,2024-06-22,3333,18,Health,Medical Appointments
1313,1314,-53.23,2025-05-13,2222,1,Car,Fuel
1314,1315,-153.6,2023-05-02,1111,7,Home Expenses,Heating
1315,1316,-200.36,2024-11-06,3333,7,Home Expenses,Heating
1316,1317,-93.62,2023-05-30,3333,2,Car,Maintenance
1317,1318,-20.0,2023-11-04,2222,24,Telecom,Telecom
1318,1319,-190.98,2023-06-15,3333,3,Purchases,Home Items
