id_expense;value;date;account_number;category_id;main_category;secondary_category
967;-20.87;09/10/2025;2222;14;Leisure;Bar
968;-154.01;27/04/2025;3333;18;Health;Medical Appointments
969;-40.01;18/05/2024;2222;25;Public Transports;Train
970;-187.33;05/10/2025;3333;15;Groceries;Groceries
971;-85.71;26/02/2025;1111;16;Leisure;Restaurant
972;-600.44;25/03/2024;3333;23;Taxes;Income Taxes
973;-62.33;06/01/2023;1111;3;Purchases;Home Items
974;-86.24;28/08/2025;1111;1;Car;Fuel
975;-106.6;16/12/2024;2222;4;Purchases;Electronics
976;-38.84;23/10/2023;3333;5;Home Expenses;Water
977;-110.62;04/04/2024;1111;15;Groceries;Groceries
978;-67.21;21/10/2023;2222;28;Clothing;Clothes
979;-37.11;19/05/2025;2222;28;Clothing;Clothes
980;-219.38;01/06/2023;2222;2;Car;Maintenance
981;-20;04/10/2023;1111;24;Telecom;Telecom
982;-22.71;16/05/2024;1111;13;Leisure;Activities
983;-106.92;02/05/2025;1111;1;Car;Fuel
984;-96.98;14/10/2023;3333;6;Home Expenses;Electricity
985;-72.87;05/09/2024;2222;21;Health;Pharmacy
986;-230.64;28/06/2025;3333;15;Groceries;Groceries
987;-22.38;16/08/2023;1111;27;Clothing;Shoes
988;-267.91;07/03/2023;3333;2;Car;Maintenance
989;-100.33;23/01/2023;2222;6;Home Expenses;Electricity
990;-219.98;19/07/2025;3333;15;Groceries;Groceries
991;-169.31;24/10/2025;2222;27;Clothing;Shoes
992;-60.92;18/11/2023;2222;27;Clothing;Shoes
993;-113.87;14/09/2023;3333;3;Purchases;Home Items
994;-168.09;25/04/2023;1111;7;Home Expenses;Heating
995;-13.27;08/06/2023;3333;14;Leisure;Bar
996;-82.06;09/04/2025;2222;16;Leisure;Restaurant
997;-55.47;30/01/2025;3333;6;Home Expenses;Electricity
998;-98.68;11/08/2023;1111;15;Groceries;Groceries
999;-85.29;18/11/2024;1111;3;Purchases;Home Items
1000;-482.21;07/08/2023;1111;9;Holidays;Airplane
1001;-211.36;25/09/2024;1111;7;Home Expenses;Heating
1002;-36.14;08/03/2023;1111;22;Taxes;Documents
1003;-142.52;02/04/2023;3333;10;Holidays;Hotel Stays
1004;-56.85;06/10/2024;1111;18;Health;Medical Appointments
1005;-52.12;31/12/2024;2222;11;Holidays;Extra Holiday Expenses
1006;-27.51;06/10/2024;2222;14;Leisure;Bar
1007;-126.08;23/09/2023;3333;28;Clothing;Clothes
1008;-9.38;14/04/2025;3333;26;Public Transports;Bus
1009;-19.09;04/11/2023;1111;21;Health;Pharmacy
1010;-657.25;03/09/2025;3333;23;Taxes;Income Taxes
1011;-108.33;07/11/2023;3333;2;Car;Maintenance
1012;-30.24;11/07/2023;3333;16;Leisure;Restaurant
1013;-1084.4;16/10/2023;3333;9;Holidays;Airplane
1014;-149.34;24/10/2025;3333;6;Home Expenses;Electricity
1015;-194.36;30/11/2024;2222;28;Clothing;Clothes
1016;-40.17;07/01/2025;3333;5;Home Expenses;Water
1017;-60;04/03/2025;1111;15;Groceries;Groceries
1018;-299.34;03/06/2023;1111;7;Home Expenses;Heating
1019;-539.45;15/10/2025;1111;23;Taxes;Income Taxes
1020;-64.26;25/09/2024;3333;1;Car;Fuel
1021;-109.8;20/07/2025;2222;3;Purchases;Home Items
1022;-143.41;27/11/2023;1111;6;Home Expenses;Electricity
1023;-388.26;24/12/2024;1111;10;Holidays;Hotel Stays
1024;-52.25;01/08/2025;2222;3;Purchases;Home Items
1025;-196.77;24/06/2025;3333;18;Health;Medical Appointments
1026;-58.19;26/09/2025;1111;5;Home Expenses;Water
1027;-87.31;01/04/2025;2222;13;Leisure;Activities
1028;-20;03/10/2025;2222;24;Telecom;Telecom
1029;-56.12;04/10/2024;2222;13;Leisure;Activities
1030;-142.8;02/11/2025;2222;3;Purchases;Home Items
1031;-538.7;29/03/2023;3333;10;Holidays;Hotel Stays
1032;-15.14;16/05/2024;3333;25;Public Transports;Train
1033;-20.64;04/08/2023;2222;16;Leisure;Restaurant
1034;-12.12;28/03/2025;1111;14;Leisure;Bar
1035;-588.22;04/08/2025;3333;9;Holidays;Airplane
1036;-82.81;17/08/2025;3333;3;Purchases;Home Items
1037;-92.01;10/08/2025;1111;16;Leisure;Restaurant
1038;-52.45;10/08/2023;2222;3;Purchases;Home Items
1039;-99.87;04/11/2024;1111;15;Groceries;Groceries
1040;408.18;22/09/2025;1111;12;Income;Investiments
1041;-153.43;23/08/2023;2222;27;Clothing;Shoes
1042;-24.98;15/11/2023;2222;16;Leisure;Restaurant
1043;-49.21;17/10/2024;3333;5;Home Expenses;Water
1044;-296.71;17/02/2025;1111;2;Car;Maintenance
1045;-81.06;27/08/2025;1111;13;Leisure;Activities
1046;-87.1;16/02/2023;3333;2;Car;Maintenance
1047;-117.46;27/12/2023;1111;15;Groceries;Groceries
1048;-32.08;09/04/2025;1111;5;Home Expenses;Water
1049;-268.44;13/07/2025;2222;11;Holidays;Extra Holiday Expenses
1050;-29.27;15/06/2024;1111;21;Health;Pharmacy
1051;-54.96;27/05/2025;2222;2;Car;Maintenance
1052;-91.13;16/12/2024;2222;11;Holidays;Extra Holiday Expenses
1053;-121.32;26/11/2023;3333;18;Health;Medical Appointments
1054;-138.67;07/03/2025;1111;15;Groceries;Groceries
1055;-82.65;11/02/2024;1111;16;Leisure;Restaurant
1056;-210.35;24/10/2023;2222;28;Clothing;Clothes
1057;-49.39;10/10/2024;1111;26;Public Transports;Bus
1058;-56.9;30/10/2023;2222;5;Home Expenses;Water
1059;202.25;12/04/2025;2222;12;Income;Investiments
1060;-75.01;11/07/2025;1111;21;Health;Pharmacy
1061;-50.44;19/07/2023;1111;25;Public Transports;Train
1062;-244.06;20/01/2024;2222;7;Home Expenses;Heating
1063;-118.3;07/12/2023;3333;27;Clothing;Shoes
1064;-14.73;05/03/2024;1111;14;Leisure;Bar
1065;-30.96;30/01/2023;2222;26;Public Transports;Bus
1066;-11.46;20/09/2024;3333;13;Leisure;Activities
1067;-714.35;22/07/2025;2222;4;Purchases;Electronics
1068;-137.93;22/05/2025;3333;15;Groceries;Groceries
1069;202.04;27/12/2023;2222;12;Income;Investiments
1070;-143.28;30/11/2023;3333;15;Groceries;Groceries
1071;-145.39;14/06/2025;3333;15;Groceries;Groceries
1072;-225.52;23/07/2023;1111;11;Holidays;Extra Holiday Expenses
1073;-135.16;03/02/2023;3333;4;Purchases;Electronics
1074;-75.92;24/07/2023;3333;15;Groceries;Groceries
1075;-85.44;08/03/2023;3333;16;Leisure;Restaurant
1076;-262.93;09/03/2024;1111;11;Holidays;Extra Holiday Expenses
1077;-91.71;23/08/2023;1111;16;Leisure;Restaurant
1078;-192.58;19/12/2024;2222;18;Health;Medical Appointments
1079;-277;21/03/2025;1111;15;Groceries;Groceries
1080;-80.4;05/11/2025;2222;13;Leisure;Activities
1081;-539.8;25/06/2024;2222;10;Holidays;Hotel Stays
1082;-218.33;09/01/2023;2222;15;Groceries;Groceries
1083;-34.19;11/11/2023;2222;2;Car;Maintenance
1084;-83.8;12/10/2024;2222;21;Health;Pharmacy
1085;-145.92;30/05/2025;1111;6;Home Expenses;Electricity
1086;-97.88;30/01/2024;3333;16;Leisure;Restaurant
1087;-45.4;16/04/2023;3333;25;Public Transports;Train
1088;-82.22;10/03/2025;3333;15;Groceries;Groceries
1089;-90.31;13/10/2024;3333;6;Home Expenses;Electricity
1090;-93.74;23/07/2023;3333;6;Home Expenses;Electricity
1091;-45.13;13/03/2025;3333;5;Home Expenses;Water
1092;-518.67;22/11/2023;2222;10;Holidays;Hotel Stays
1093;-100.52;22/02/2023;2222;7;Home Expenses;Heating
1094;-112.89;10/11/2023;1111;1;Car;Fuel
1095;-20;01/11/2024;3333;24;Telecom;Telecom
1096;-6.14;25/09/2023;2222;14;Leisure;Bar
1097;-66.84;03/01/2025;1111;25;Public Transports;Train
1098;-852.52;30/03/2024;2222;9;Holidays;Airplane
1099;-197.79;17/05/2024;3333;7;Home Expenses;Heating
1100;-39.67;16/04/2023;2222;14;Leisure;Bar
1101;-188.3;17/02/2023;3333;3;Purchases;Home Items
1102;-706.86;16/08/2023;2222;23;Taxes;Income Taxes
1103;-20;01/11/2025;2222;24;Telecom;Telecom
1104;-547.3;10/07/2023;1111;10;Holidays;Hotel Stays
1105;-176.69;01/03/2024;2222;18;Health;Medical Appointments
1106;-516.49;14/02/2023;2222;4;Purchases;Electronics
1107;-107.57;06/06/2023;1111;3;Purchases;Home Items
1108;-23.9;04/10/2024;3333;26;Public Transports;Bus
1109;-125.11;04/01/2024;2222;16;Leisure;Restaurant
1110;-140.36;06/03/2023;1111;1;Car;Fuel
1111;994.37;18/09/2025;3333;12;Income;Investiments
1112;-57.32;21/11/2023;3333;16;Leisure;Restaurant
1113;-98.72;07/09/2023;1111;28;Clothing;Clothes
1114;-20;03/06/2023;3333;24;Telecom;Telecom
1115;-78.49;18/03/2024;2222;21;Health;Pharmacy
1116;-903.64;02/03/2023;2222;4;Purchases;Electronics
1117;-36.59;17/09/2023;2222;5;Home Expenses;Water
1118;-340.79;08/07/2023;2222;10;Holidays;Hotel Stays
1119;-119.27;25/08/2024;2222;27;Clothing;Shoes
1120;-248.43;12/06/2025;3333;28;Clothing;Clothes
1121;-46.51;27/05/2024;1111;14;Leisure;Bar
1122;-231.15;29/07/2024;2222;7;Home Expenses;Heating
1123;-604.47;30/09/2024;1111;4;Purchases;Electronics
1124;-289.83;26/09/2025;2222;7;Home Expenses;Heating
1125;-75.09;10/07/2024;2222;16;Leisure;Restaurant
1126;-35.38;23/02/2025;2222;16;Leisure;Restaurant
1127;-204.77;04/02/2025;3333;7;Home Expenses;Heating
1128;-100.89;11/03/2023;3333;3;Purchases;Home Items
1129;-393.43;24/08/2024;3333;10;Holidays;Hotel Stays
1130;-95.53;22/12/2024;2222;25;Public Transports;Train
1131;-61.46;22/10/2024;2222;1;Car;Fuel
1132;-85.77;29/05/2023;1111;6;Home Expenses;Electricity
1133;-21.72;25/10/2023;2222;26;Public Transports;Bus
1134;-59.15;23/01/2023;3333;4;Purchases;Electronics
1135;292.4;20/10/2024;1111;12;Income;Investiments
1136;-25.3;03/08/2024;3333;22;Taxes;Documents
1137;-196;30/07/2023;3333;7;Home Expenses;Heating
1138;-458.13;03/06/2023;3333;10;Holidays;Hotel Stays
1139;-47.96;10/06/2025;2222;25;Public Transports;Train
1140;278.34;12/04/2023;2222;12;Income;Investiments
1141;-57.02;16/07/2024;2222;18;Health;Medical Appointments
1142;-167.89;17/12/2023;3333;4;Purchases;Electronics
1143;632.05;29/04/2024;3333;12;Income;Investiments
1144;-78.5;10/01/2023;2222;1;Car;Fuel
1145;-82.76;04/04/2025;1111;11;Holidays;Extra Holiday Expenses
1146;-93.44;22/03/2023;2222;22;Taxes;Documents
1147;-11.46;20/08/2025;1111;25;Public Transports;Train
1148;-230.81;16/07/2024;2222;15;Groceries;Groceries
1149;-46.03;03/10/2024;2222;13;Leisure;Activities
1150;-32.35;03/09/2024;3333;16;Leisure;Restaurant
1151;-84.13;06/09/2023;2222;16;Leisure;Restaurant
1152;-35.14;03/04/2024;1111;16;Leisure;Restaurant
1153;-63.87;23/10/2024;3333;1;Car;Fuel
1154;-147.63;15/12/2023;1111;28;Clothing;Clothes
1155;-239.3;25/01/2025;3333;7;Home Expenses;Heating
1156;-143.41;18/04/2023;2222;1;Car;Fuel
1157;-59.92;15/09/2024;1111;2;Car;Maintenance
1158;-264.66;16/02/2025;2222;10;Holidays;Hotel Stays
1159;-50.66;10/10/2023;3333;27;Clothing;Shoes
1160;-35.59;15/10/2024;1111;16;Leisure;Restaurant
1161;-721.46;26/04/2025;3333;23;Taxes;Income Taxes
1162;-106.87;07/05/2024;3333;16;Leisure;Restaurant
1163;-149.19;28/07/2024;2222;18;Health;Medical Appointments
1164;-160.33;08/07/2023;2222;28;Clothing;Clothes
1165;-227.85;23/12/2024;3333;11;Holidays;Extra Holiday Expenses
1166;-859.48;26/02/2024;3333;9;Holidays;Airplane
1167;-33.53;09/10/2025;1111;3;Purchases;Home Items
1168;-82.89;18/03/2024;2222;7;Home Expenses;Heating
1169;-13.46;03/08/2023;2222;14;Leisure;Bar
1170;-259.08;18/11/2025;2222;7;Home Expenses;Heating
1171;-227.13;12/11/2023;3333;11;Holidays;Extra Holiday Expenses
1172;-918.42;24/03/2024;2222;4;Purchases;Electronics
1173;-48.88;17/11/2025;1111;14;Leisure;Bar
1174;-13.46;23/07/2024;2222;14;Leisure;Bar
1175;-118.63;29/07/2023;1111;6;Home Expenses;Electricity
1176;-133.91;14/08/2023;1111;16;Leisure;Restaurant
1177;-139.41;19/01/2024;2222;1;Car;Fuel
1178;-97.62;16/07/2025;2222;1;Car;Fuel
1179;-159.16;22/06/2023;2222;10;Holidays;Hotel Stays
1180;-103.02;23/03/2025;3333;15;Groceries;Groceries
1181;-176.98;19/04/2023;2222;15;Groceries;Groceries
1182;-284.89;11/04/2023;3333;10;Holidays;Hotel Stays
1183;-37.94;15/05/2025;1111;14;Leisure;Bar
1184;-97.36;28/12/2023;3333;11;Holidays;Extra Holiday Expenses
1185;-364.78;07/10/2025;3333;10;Holidays;Hotel Stays
1186;-77.3;13/04/2023;3333;15;Groceries;Groceries
1187;-1158.97;25/03/2024;1111;9;Holidays;Airplane
1188;-271.67;29/06/2024;1111;2;Car;Maintenance
1189;-115.78;18/07/2024;1111;3;Purchases;Home Items
1190;-64.98;08/04/2025;2222;16;Leisure;Restaurant
1191;-9.56;03/07/2024;2222;14;Leisure;Bar
1192;-117.63;21/02/2024;2222;7;Home Expenses;Heating
1193;-35.92;12/08/2024;3333;25;Public Transports;Train
1194;-59.42;27/10/2025;3333;1;Car;Fuel
1195;-53.84;17/09/2024;3333;16;Leisure;Restaurant
1196;-370.23;23/05/2023;1111;9;Holidays;Airplane
1197;-83.22;21/07/2025;1111;6;Home Expenses;Electricity
1198;-116.6;26/05/2025;2222;1;Car;Fuel
1199;-67.75;24/06/2024;1111;1;Car;Fuel
1200;-117.92;20/01/2023;3333;6;Home Expenses;Electricity
1201;-97.26;03/01/2023;2222;13;Leisure;Activities
1202;-672.57;03/04/2023;1111;9;Holidays;Airplane
1203;-576.03;18/08/2024;1111;23;Taxes;Income Taxes
1204;-55.28;28/10/2023;1111;21;Health;Pharmacy
1205;-339.37;18/11/2024;2222;4;Purchases;Electronics
1206;-160.22;11/06/2024;3333;18;Health;Medical Appointments
1207;-88.03;28/07/2025;1111;18;Health;Medical Appointments
1208;-37.1;14/11/2024;3333;13;Leisure;Activities
1209;-43.56;18/09/2025;1111;26;Public Transports;Bus
1210;-442.89;12/02/2023;1111;10;Holidays;Hotel Stays
1211;-264.07;18/10/2023;2222;15;Groceries;Groceries
1212;-54.64;01/06/2025;2222;18;Health;Medical Appointments
1213;-243.76;01/02/2024;2222;7;Home Expenses;Heating
1214;-19.71;14/07/2024;3333;25;Public Transports;Train
1215;-29.52;09/07/2025;3333;26;Public Transports;Bus
1216;-76.53;15/12/2024;2222;6;Home Expenses;Electricity
1217;-31.51;19/07/2024;2222;14;Leisure;Bar
1218;-89.04;04/12/2024;3333;7;Home Expenses;Heating
1219;-461.79;20/07/2025;3333;4;Purchases;Electronics
1220;-35.96;18/01/2023;2222;13;Leisure;Activities
1221;-11.62;04/11/2023;3333;26;Public Transports;Bus
1222;-205.95;30/11/2023;2222;11;Holidays;Extra Holiday Expenses
1223;-93.24;26/08/2024;1111;18;Health;Medical Appointments
1224;-25.32;02/08/2024;3333;16;Leisure;Restaurant
1225;-100.53;18/09/2024;1111;4;Purchases;Electronics
1226;-138.06;02/01/2023;1111;15;Groceries;Groceries
1227;-168.86;03/08/2024;3333;10;Holidays;Hotel Stays
1228;-48.13;14/11/2023;1111;26;Public Transports;Bus
1229;-68.72;07/02/2024;2222;27;Clothing;Shoes
1230;-742.78;18/08/2024;1111;23;Taxes;Income Taxes
1231;-157.76;27/12/2024;1111;2;Car;Maintenance
1232;-33.67;15/05/2025;2222;26;Public Transports;Bus
1233;-898.38;10/09/2024;3333;4;Purchases;Electronics
1234;-93.33;11/06/2025;3333;11;Holidays;Extra Holiday Expenses
1235;823.94;13/10/2023;3333;12;Income;Investiments
1236;-135;02/05/2025;3333;7;Home Expenses;Heating
1237;-146.23;25/06/2023;2222;7;Home Expenses;Heating
1238;-748.98;02/08/2025;3333;23;Taxes;Income Taxes
1239;-87.6;13/06/2025;1111;6;Home Expenses;Electricity
1240;-45.8;03/10/2024;3333;5;Home Expenses;Water
1241;-37.07;17/08/2025;2222;26;Public Transports;Bus
1242;-166.64;20/04/2025;2222;15;Groceries;Groceries
1243;-141.26;24/02/2023;2222;1;Car;Fuel
1244;-156.05;11/09/2024;1111;3;Purchases;Home Items
1245;-458.54;18/09/2023;3333;23;Taxes;Income Taxes
1246;-91.99;23/08/2024;1111;16;Leisure;Restaurant
1247;-10.67;13/01/2023;2222;14;Leisure;Bar
1248;-51.42;22/04/2023;1111;21;Health;Pharmacy
1249;-102.95;08/08/2023;2222;2;Car;Maintenance
1250;-34.87;18/08/2024;3333;16;Leisure;Restaurant
1251;-153.59;05/05/2023;1111;18;Health;Medical Appointments
1252;-187.85;12/11/2025;3333;28;Clothing;Clothes
1253;-29.54;24/02/2024;3333;27;Clothing;Shoes
1254;-46.86;11/10/2025;1111;5;Home Expenses;Water
1255;-1095.05;13/11/2023;2222;9;Holidays;Airplane
1256;-37.98;14/01/2023;2222;25;Public Transports;Train
1257;-20;01/08/2025;1111;24;Telecom;Telecom
1258;-65.3;05/09/2023;3333;1;Car;Fuel
1259;-284.85;01/08/2023;2222;4;Purchases;Electronics
1260;-133.27;27/06/2025;2222;1;Car;Fuel
1261;-280.03;06/09/2024;2222;2;Car;Maintenance
1262;-197.4;26/04/2024;3333;18;Health;Medical Appointments
1263;-510.84;18/06/2025;3333;10;Holidays;Hotel Stays
1264;-36.16;27/10/2023;3333;16;Leisure;Restaurant
1265;-68.48;07/05/2024;1111;1;Car;Fuel
1266;-76.75;15/02/2024;2222;21;Health;Pharmacy
1267;-93.51;24/07/2023;3333;18;Health;Medical Appointments
1268;-105.1;17/07/2024;2222;18;Health;Medical Appointments
1269;-36.39;08/08/2023;2222;14;Leisure;Bar
1270;-253.37;31/10/2023;1111;15;Groceries;Groceries
1271;-164.27;08/03/2025;1111;11;Holidays;Extra Holiday Expenses
1272;-311.93;29/06/2025;1111;23;Taxes;Income Taxes
1273;-96.65;16/08/2025;3333;13;Leisure;Activities
1274;-56;21/11/2023;2222;16;Leisure;Restaurant
1275;-87.03;27/10/2025;1111;21;Health;Pharmacy
1276;-91.23;10/03/2025;3333;13;Leisure;Activities
1277;-51.41;07/11/2023;2222;3;Purchases;Home Items
1278;-74.73;25/11/2024;2222;25;Public Transports;Train
1279;-174.56;14/10/2023;2222;27;Clothing;Shoes
1280;-18.63;17/03/2025;1111;26;Public Transports;Bus
1281;-53.54;24/08/2025;3333;25;Public Transports;Train
1282;-13.12;04/11/2025;3333;26;Public Transports;Bus
1283;-33.33;25/10/2024;3333;21;Health;Pharmacy
1284;-343.67;06/04/2025;1111;23;Taxes;Income Taxes
1285;-37.97;22/11/2023;1111;2;Car;Maintenance
1286;-682;19/10/2025;3333;4;Purchases;Electronics
1287;-98.55;19/04/2024;3333;18;Health;Medical Appointments
1288;-305.43;23/12/2023;3333;9;Holidays;Airplane
1289;-39.01;10/05/2025;1111;14;Leisure;Bar
1290;-195.21;23/08/2023;1111;2;Car;Maintenance
1291;-49.68;05/02/2025;3333;28;Clothing;Clothes
1292;-85.66;23/12/2023;2222;25;Public Transports;Train
1293;-713.79;12/02/2025;1111;4;Purchases;Electronics
1294;-61.64;14/02/2024;1111;25;Public Transports;Train
1295;-345.55;08/08/2024;1111;10;Holidays;Hotel Stays
1296;-243.27;07/06/2025;3333;7;Home Expenses;Heating
1297;-98.92;19/02/2023;3333;7;Home Expenses;Heating
1298;-9.33;10/03/2023;1111;26;Public Transports;Bus
1299;-85.96;15/04/2025;3333;1;Car;Fuel
1300;-89.16;28/11/2024;1111;16;Leisure;Restaurant
1301;-37.85;13/10/2025;1111;26;Public Transports;Bus
1302;-205.48;28/08/2025;3333;7;Home Expenses;Heating
1303;-42.08;10/10/2023;1111;13;Leisure;Activities
1304;-75.58;09/02/2025;1111;16;Leisure;Restaurant
1305;-154.7;25/11/2025;2222;23;Taxes;Income Taxes
1306;-162.03;17/04/2024;1111;4;Purchases;Electronics
1307;-20;01/05/2023;1111;24;Telecom;Telecom
1308;-280.57;29/05/2024;2222;11;Holidays;Extra Holiday Expenses
1309;-84.42;20/11/2023;2222;27;Clothing;Shoes
1310;-116.2;09/05/2024;3333;3;Purchases;Home Items
1311;-55;28/03/2025;3333;16;Leisure;Restaurant
1312;-177.4;16/08/2023;3333;2;Car;Maintenance
1313;-190.54;22/06/2024;3333;18;Health;Medical Appointments
1314;-53.23;13/05/2025;2222;1;Car;Fuel
1315;-153.6;02/05/2023;1111;7;Home Expenses;Heating
1316;-200.36;06/11/2024;3333;7;Home Expenses;Heating
1317;-93.62;30/05/2023;3333;2;Car;Maintenance
1318;-20;04/11/2023;2222;24;Telecom;Telecom
1319;-190.98;15/06/2023;3333;3;Purchases;Home Items
1320;-191.99;08/07/2024;3333;18;Health;Medical Appointments
1321;-58.1;14/10/2025;3333;2;Car;Maintenance
1322;-850.34;02/06/2025;2222;9;Holidays;Airplane
1323;-245.39;11/04/2024;1111;11;Holidays;Extra Holiday Expenses
1324;-37.12;06/02/2024;3333;2;Car;Maintenance
1325;-20;05/03/2023;3333;24;Telecom;Telecom
1326;-57.82;11/02/2025;3333;18;Health;Medical Appointments
1327;-42.89;24/05/2025;3333;5;Home Expenses;Water
1328;-33.47;30/08/2023;3333;5;Home Expenses;Water
1329;-41.66;03/12/2024;2222;13;Leisure;Activities
1330;-94.31;08/07/2023;3333;2;Car;Maintenance
1331;-72.71;04/04/2023;1111;1;Car;Fuel
1332;-97.48;27/04/2023;1111;28;Clothing;Clothes
1333;-64.21;05/01/2024;2222;2;Car;Maintenance
1334;-114.81;15/05/2024;2222;2;Car;Maintenance
1335;-48.18;07/09/2025;3333;5;Home Expenses;Water
1336;-673.76;06/06/2023;2222;4;Purchases;Electronics
1337;-36.47;01/01/2025;1111;16;Leisure;Restaurant
1338;-112.71;21/01/2025;3333;16;Leisure;Restaurant
1339;-267.24;15/05/2024;3333;11;Holidays;Extra Holiday Expenses
1340;-259.43;28/10/2025;1111;10;Holidays;Hotel Stays
1341;-123.59;21/04/2025;3333;2;Car;Maintenance
1342;-20;04/10/2024;1111;24;Telecom;Telecom
1343;-55.24;17/04/2024;2222;5;Home Expenses;Water
1344;-179.3;09/09/2023;2222;28;Clothing;Clothes
1345;-250.42;18/10/2023;1111;28;Clothing;Clothes
1346;-898.34;18/07/2025;1111;9;Holidays;Airplane
1347;-99.89;11/03/2023;2222;1;Car;Fuel
1348;-394.12;07/09/2024;1111;10;Holidays;Hotel Stays
1349;-105.35;25/02/2025;2222;2;Car;Maintenance
1350;-136.28;26/02/2025;2222;1;Car;Fuel
1351;-90.6;15/02/2025;1111;2;Car;Maintenance
1352;-24.4;18/04/2023;3333;26;Public Transports;Bus
1353;-57.83;13/12/2024;1111;11;Holidays;Extra Holiday Expenses
1354;-67.72;19/11/2024;2222;16;Leisure;Restaurant
1355;-251.58;26/02/2023;2222;23;Taxes;Income Taxes
1356;-253.89;07/06/2025;2222;28;Clothing;Clothes
1357;-280.71;27/04/2023;1111;28;Clothing;Clothes
1358;-51.05;11/08/2024;3333;22;Taxes;Documents
1359;-75.1;16/06/2024;1111;16;Leisure;Restaurant
1360;-26.03;02/05/2024;1111;14;Leisure;Bar
1361;-78.07;15/07/2024;1111;1;Car;Fuel
1362;-971.34;28/08/2024;2222;9;Holidays;Airplane
1363;-376.22;15/07/2024;2222;23;Taxes;Income Taxes
1364;-429.61;26/01/2023;1111;10;Holidays;Hotel Stays
1365;-192.11;19/10/2024;2222;11;Holidays;Extra Holiday Expenses
1366;-94.38;05/02/2023;2222;6;Home Expenses;Electricity
1367;-96.64;04/01/2025;2222;1;Car;Fuel
1368;-85.99;22/03/2024;2222;25;Public Transports;Train
1369;-186.48;12/06/2023;2222;2;Car;Maintenance
1370;-20;01/06/2024;2222;24;Telecom;Telecom
1371;-75.8;19/07/2024;2222;6;Home Expenses;Electricity
1372;-69.08;24/12/2023;1111;18;Health;Medical Appointments
1373;-62.8;21/04/2024;1111;16;Leisure;Restaurant
1374;-13.47;03/11/2025;2222;25;Public Transports;Train
1375;-322.13;11/04/2024;1111;23;Taxes;Income Taxes
1376;-198.55;11/06/2024;1111;27;Clothing;Shoes
1377;-43.02;24/12/2024;3333;26;Public Transports;Bus
1378;-28.05;25/04/2024;2222;27;Clothing;Shoes
1379;-123.61;27/06/2025;1111;4;Purchases;Electronics
1380;-16.97;22/02/2024;2222;21;Health;Pharmacy
1381;-359.95;01/05/2025;1111;23;Taxes;Income Taxes
1382;-48.38;02/08/2024;1111;25;Public Transports;Train
1383;-82.65;07/01/2025;2222;1;Car;Fuel
1384;-274.35;06/02/2025;2222;15;Groceries;Groceries
1385;-205.48;25/11/2023;2222;11;Holidays;Extra Holiday Expenses
1386;-108.54;04/11/2023;3333;2;Car;Maintenance
1387;-60.62;09/03/2024;2222;1;Car;Fuel
1388;-74.42;06/11/2025;3333;21;Health;Pharmacy
1389;-81.93;16/03/2024;2222;27;Clothing;Shoes
1390;-122.82;04/11/2023;2222;23;Taxes;Income Taxes
1391;-17.06;08/06/2023;1111;25;Public Transports;Train
1392;-452.45;06/05/2025;3333;23;Taxes;Income Taxes
1393;-62.74;16/04/2023;3333;28;Clothing;Clothes
1394;-148.88;22/06/2025;2222;18;Health;Medical Appointments
1395;-197.51;23/08/2024;1111;10;Holidays;Hotel Stays
1396;318.77;11/01/2025;1111;12;Income;Investiments
1397;-60.93;25/08/2023;3333;16;Leisure;Restaurant
1398;-645.01;19/04/2025;2222;9;Holidays;Airplane
1399;-83.36;01/11/2025;1111;3;Purchases;Home Items
1400;-68.8;16/04/2024;2222;13;Leisure;Activities
1401;-107.44;14/09/2023;3333;15;Groceries;Groceries
1402;-976.45;14/04/2025;3333;9;Holidays;Airplane
1403;-566.13;17/06/2024;2222;23;Taxes;Income Taxes
1404;382.46;16/06/2023;2222;12;Income;Investiments
1405;-176.26;31/10/2023;3333;15;Groceries;Groceries
1406;-144.89;10/02/2024;1111;18;Health;Medical Appointments
1407;-22.02;05/09/2023;2222;16;Leisure;Restaurant
1408;-482.75;20/08/2025;3333;10;Holidays;Hotel Stays
1409;-170.08;11/03/2023;2222;4;Purchases;Electronics
1410;-119;30/05/2023;1111;1;Car;Fuel
1411;-88.02;05/03/2025;2222;21;Health;Pharmacy
1412;-21.47;09/05/2024;3333;13;Leisure;Activities
1413;-79.76;20/11/2024;3333;11;Holidays;Extra Holiday Expenses
1414;-20;05/01/2024;1111;24;Telecom;Telecom
1415;-278.6;08/07/2025;2222;28;Clothing;Clothes
1416;-50.48;11/06/2025;2222;25;Public Transports;Train
1417;-155.02;11/01/2024;3333;18;Health;Medical Appointments
1418;-741.44;09/11/2025;1111;23;Taxes;Income Taxes
1419;-56.87;27/01/2025;3333;5;Home Expenses;Water
1420;-50.82;18/10/2024;2222;25;Public Transports;Train
1421;-100.87;26/07/2024;1111;6;Home Expenses;Electricity
1422;-497.35;29/11/2024;1111;9;Holidays;Airplane
1423;-462.37;06/11/2025;2222;23;Taxes;Income Taxes
1424;-130.7;14/10/2024;1111;11;Holidays;Extra Holiday Expenses
1425;-31.26;07/03/2024;2222;5;Home Expenses;Water
1426;-35.04;05/10/2024;1111;21;Health;Pharmacy
1427;-35.63;31/08/2023;2222;13;Leisure;Activities
